"STATION","NAME","DATE","AWND","DAWM","FMTM","MDWM","PGTM","WDF2","WDF5","WDMV","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03","WV20"
"USC00115763","MONEE RESERVOIR, IL US","2001-03-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-03-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-04-30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-05-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-06-30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-08-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-09-30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-10-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-10-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-10-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-10-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-10-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-10-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-10-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","2001-10-08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
