"STATION","NAME","DATE","AWND","FMTM","PGTM","WDF2","WDF5","WSF2","WSF5"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-05-31","10.29"," 1443"," 2024","  130","   70","21.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-01","9.40"," 2143"," 2142","  300","  300","23.9","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-02","11.86"," 1118"," 1101","  330","  310","21.9","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-03","7.61"," 0003"," 1750","  340","   80","15.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-04","9.62"," 1246"," 1350","   50","   50","17.0","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-05","8.95"," 1318"," 1322","   60","   70","23.9","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-06","6.04"," 1628"," 1611","   50","   60","14.1","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-07","5.14"," 0616"," 1306","   30","   60","8.9","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-08","3.58"," 1437"," 1357","   70","   60","13.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-09","4.70"," 1209"," 1331","  270","  240","13.0","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-10","10.29"," 1302"," 1301","  210","  200","23.0","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-11","7.61"," 2258"," 2259","  360","   10","36.9","44.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-12","8.50"," 0457"," 0455","  340","  340","29.1","38.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-13","9.84"," 1702"," 1152","  180","  180","21.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-14","11.41"," 2000"," 1952","  260","  260","25.1","38.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-15","8.28"," 1136"," 1135","  270","  270","23.9","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-16","8.50"," 1543"," 1541","  310","  310","21.9","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-17","5.37"," 2127"," 2127","  250","  230","28.0","36.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-18","13.42"," 1321"," 1216","  210","  240","23.9","36.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-19","10.74"," 0136"," 0135","  230","  230","23.0","34.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-20","5.82"," 1805"," 1146","  140","   10","13.0","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-21","6.93"," 1532"," 1646","   50","   50","13.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-22","6.26"," 1327"," 1358","   60","   60","16.1","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-23","5.82"," 1421"," 1250","   70","   40","14.1","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-24","4.70"," 1448"," 1448","  190","  190","14.1","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-25","6.04"," 1235"," 1234","  160","  160","14.1","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-26","5.59"," 1747"," 1742","  130","  130","16.1","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-27","4.92"," 1410"," 1409","  180","  180","15.0","17.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-28","4.47"," 1842"," 1856","  140","  160","14.1","15.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-29","6.71"," 1440"," 1328","  200","  240","13.0","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-06-30","8.72"," 1333"," 1357","  250","  270","17.9","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-01","12.53"," 0533"," 0855","   30","   60","23.9","32.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-02","7.38"," 0723"," 0723","  120","  100","16.1","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-03","8.95"," 1349"," 1340","  250","  250","21.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-04","10.74"," 1557"," 1559","  310","  320","21.9","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-05","9.40"," 0717"," 0714","   30","   40","17.0","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-06","7.83"," 1535"," 1942","  210","  200","15.0","17.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-07","8.05"," 0227"," 0226","  190","  190","17.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-08","4.92"," 1714"," 1714","   90","   90","14.1","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-09","5.37"," 1602"," 1443","   20","   60","14.1","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-10","9.62"," 2040"," 2040","   20","   40","21.0","34.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-11","7.38"," 1406"," 1700","   70","   70","16.1","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-12","6.04"," 1421"," 1517","   60","   70","16.1","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-13","7.16"," 1426"," 0822","   50","   70","15.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-14","8.50"," 1102"," 1514","  310","   50","15.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-15","5.14"," 1512"," 1506","  250","  270","13.0","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-16","7.38"," 1322"," 1321","  190","  190","17.0","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-17","5.82"," 1050"," 1824","   20","   70","15.0","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-18","5.59"," 1125"," 1123","  210","  210","17.0","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-19","5.14"," 1528"," 1444","  100","   80","16.1","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-20","4.03"," 1453"," 1646","   70","   70","14.1","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-21","6.04"," 1828"," 1659","  170","   80","16.1","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-22","4.92"," 1534"," 1533","  280","  280","21.9","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-23","6.49"," 1337"," 1337","  330","  330","25.9","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-24","5.82"," 2359"," 1714","  190","   70","17.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-25","10.74"," 1750"," 1705","   40","   40","17.9","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-26","11.86"," 1357"," 1714","   70","   70","19.9","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-27","10.29"," 1600"," 1700","  100","   80","17.9","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-28","5.37"," 0537"," 0520","  140","  150","12.1","14.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-29","5.14"," 1452"," 1503","   80","   70","13.0","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-30","6.93"," 1611"," 1719","   40","   70","16.1","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-07-31","7.38"," 2027"," 1627","  170","  270","13.0","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-01","7.38"," 1520"," 1513","  200","  190","16.1","17.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-02","4.70"," 1731"," 0640","  130","  360","17.0","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-03","6.04"," 1628"," 1135","   50","   30","14.1","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-04","5.82"," 1701"," 1703","   70","   60","12.1","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-05","4.47"," 1615"," 1357","  210","  180","10.1","13.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-06","6.71"," 1648"," 1334","  270","  220","13.0","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-07","7.83"," 1850"," 1850","  100","  100","23.0","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-08","6.49"," 1722"," 1645","  230","  260","13.0","17.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-09","7.38"," 1914"," 1912","  320","  330","36.9","46.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-10","10.29"," 0933"," 0922","   20","   40","17.9","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-11","6.71"," 1002"," 1504","   50","   40","14.1","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-12","5.59"," 1814"," 1009","  280","   10","12.1","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-13","10.51"," 1415"," 1703","   60","   40","19.9","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-14","6.93"," 1249"," 1357","   70","   70","14.1","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-15","4.70"," 2029"," 1636","  110","   50","14.1","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-16","10.29"," 1445"," 1200","  300","  290","19.9","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-17","8.72"," 0924"," 1227","  320","  310","17.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-18","5.37"," 1214"," 1214","  140","  140","25.1","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-19","11.86"," 0850"," 0850","  330","  330","23.9","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-20","7.16"," 0811"," 1140","  330","   40","15.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-21","7.83"," 2027"," 2026","  160","  150","19.9","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-22","8.05"," 1709"," 1705","  320","  250","30.0","40.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-23","7.61"," 1835"," 1938","   50","   40","13.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-24","7.61"," 1450"," 1003","   70","   80","14.1","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-25","8.72"," 1448"," 1133","  190","  160","17.9","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-26","7.16"," 0635"," 1735","  360","   10","14.1","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-27","7.38"," 1954"," 1953","  300","  310","21.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-28","7.61"," 1058"," 1145","   50","   60","15.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-29","5.59"," 1703"," 1700","  100","   80","14.1","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-30","8.50"," 2103"," 2102","  170","  170","17.9","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-08-31","9.84"," 1634"," 1718","   40","   40","21.0","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-01","6.49"," 1519"," 1131","  110","   70","14.1","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-02","4.47"," 1255"," 1256","  260","  270","12.1","14.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-03","8.50"," 1759"," 1753","  340","  320","19.9","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-04","9.17"," 0835"," 1146","   50","   40","17.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-05","6.93"," 1339"," 1651","   90","   70","15.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-06","9.40"," 1849"," 1848","  210","  210","36.0","48.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-07","13.42"," 1558"," 1559","  170","  180","23.9","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-08","11.86"," 1253"," 1616","  230","  270","21.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-09","7.38"," 1327"," 1326","  310","  310","29.1","36.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-10","8.50"," 1507"," 1235","  280","  270","21.9","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-11","3.58"," 2340"," 1422","  190","  170","8.9","12.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-12","6.93"," 1422"," 1420","  260","  250","16.1","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-13","13.65"," 1217"," 1153","   60","   50","19.9","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-14","10.29"," 1523"," 1547","   70","   70","17.0","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-15","6.04"," 1429"," 1552","  110","   50","14.1","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-16","3.80"," 1530"," 1604","  100","   80","14.1","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-17","6.04"," 2140"," 1727","  130","   50","12.1","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-18","8.50"," 2350"," 2008","  110","   60","17.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-19","10.74"," 1527"," 1532","  310","  310","21.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-20","7.61"," 1041"," 1045","  300","  300","17.0","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-21","6.49"," 1110"," 1118","  320","  310","17.9","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-22","4.25"," 1428"," 1427","  220","  210","12.1","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-23","9.84"," 1653"," 1355","   10","   30","23.9","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-24","15.43"," 0712"," 0951","  340","   20","23.9","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-25","12.75"," 1408"," 1136","  320","   20","21.0","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-26","11.63"," 1155"," 1410","  310","  320","21.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-27","8.05"," 0835"," 1120","   10","   10","17.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-28","9.17"," 0954"," 1105","   30","  360","16.1","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-29","5.37"," 1619"," 1417","   60","   60","13.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-09-30","2.46"," 1846"," 1108","  150","  270","8.9","14.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-01","6.93"," 1519"," 1500","  230","  210","15.0","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-02","6.93"," 1517"," 1516","  230","  240","16.1","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-03","13.65"," 1337"," 1401","  250","  240","23.0","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-04","5.37"," 1457"," 1533","  330","   30","15.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-05","7.16"," 1358"," 1305","  330","   30","17.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-06","8.72"," 1337"," 1344","  300","  290","23.0","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-07","5.59"," 2303"," 2049","  110","   80","12.1","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-08","11.86"," 1326"," 1324","  180","  180","23.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-09","14.76"," 1625"," 1435","  190","  170","23.0","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-10","14.32"," 1051"," 1048","  210","  190","23.0","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-11","6.49"," 2350"," 2044","   50","   60","14.1","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-12","8.50"," 0618"," 0618","  330","  340","21.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-13","6.93"," 1611"," 1537","  320","  330","21.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-14","9.62"," 1333"," 1333","  240","  250","21.9","38.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-15","9.40"," 1351"," 1347","  260","  270","17.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-16","15.66"," 1124"," 1157","  320","  320","31.1","38.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-17","7.61"," 0054"," 0956","  310","   10","14.1","17.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-18","11.41"," 1052"," 1053","  210","  210","30.0","38.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-19","6.93"," 1322"," 1459","  260","  260","14.1","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-20","7.38"," 1345"," 1358","  240","  210","16.1","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-21","6.49"," 1004"," 1633","  340","   60","14.1","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-22","8.05"," 1629"," 1650","  110","   90","17.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-23","7.61"," 0053"," 0803","  320","  280","17.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-24","13.20"," 1306"," 1306","  310","  310","33.1","42.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-25","24.16"," 1224"," 1408","  260","  280","36.0","48.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-26","17.90"," 1344"," 1327","  300","  300","25.1","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-27","8.72"," 0545"," 0545","  320","  320","19.9","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-28","12.75"," 1920"," 1920","  190","  190","23.0","32.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-29","10.51"," 1542"," 1721","   20","   20","17.9","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-30","10.51"," 0947"," 0951","  110","  100","17.9","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-10-31","15.43"," 2233"," 2223","  200","  190","28.0","34.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-01","16.33"," 0236",,"  200","  210","25.9","34.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-02","10.74"," 1240"," 1238","  280","  270","23.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-03","5.82"," 1423"," 1422","  250","  260","14.1","17.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-04","6.04"," 1123"," 1239","   30","   60","14.1","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-05","2.91"," 0811"," 0811","  150","  150","10.1","13.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-06","8.50"," 1425"," 1020","  210","  240","17.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-07","5.14"," 2326",,"  210","  200","13.0","17.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-08","12.53"," 1303"," 1302","  340","  330","28.0","34.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-09","9.84"," 1135",,"  230","  240","21.9","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-10","13.87"," 1349"," 0221","  320","  250","19.9","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-11","5.82"," 0036"," 0036","   40","   30","17.9","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-12","6.04"," 1111"," 1049","  200","  210","14.1","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-13","10.74"," 1048"," 1047","  210","  220","19.9","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-14","7.83"," 2314"," 2311","  220","  220","16.1","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-15","9.17"," 1316"," 1139","  240","  260","16.1","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-16","5.59"," 1458"," 1633","   50","   50","14.1","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-17","3.36"," 2358"," 2357","  200","  200","10.1","12.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-18","6.71"," 2131"," 2216","  220","  220","15.0","17.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-19","13.42"," 0538"," 0537","  330","  330","29.1","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-20","8.95"," 1932"," 1941","  200","  190","19.9","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-21","9.62"," 0123",,"  210","  210","19.9","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-22","10.74"," 2011",,"  200","  200","17.9","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-23","11.86"," 1347"," 1347","  150","  150","21.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-24","17.67"," 1155"," 1157","  150","  140","31.1","36.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-25","14.54"," 1513"," 1512","  260","  260","25.9","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-26","8.95"," 1832"," 1316","  100","  100","21.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-27","10.96"," 1052"," 1052","  240","  240","21.0","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-28","5.59"," 0046"," 1654","  250","   60","10.1","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-29","10.29"," 2313"," 2149","   70","   80","17.9","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-11-30","10.96"," 2051"," 2050","  230","  230","19.9","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-01","8.72"," 0145"," 0131","  250","  250","17.9","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-02","9.17"," 2311"," 2000","  210","  190","19.9","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-03","7.16"," 0053"," 0014","  220","  210","17.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-04","10.29"," 1025"," 1024","  220","  210","17.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-05","17.90"," 2135"," 2134","  270","  270","31.1","40.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-06","8.28"," 0003"," 0002","  280","  280","19.9","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2001-12-07","8.05"," 1434"," 1434","   50","   50","15.0","28.0"
