"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03","WV20"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-14",,,"10.07"," 0826"," 0825","0.00",,,"58","68","48",,,"  310","  310",,"0.0",,"19.9","23.0",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-15",,,"9.17"," 2010"," 1446","0.16",,,"53","61","44",,,"   30","   40",,"0.0",,"17.9","25.9",,"    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-16",,,"11.18"," 1906"," 0738","0.32",,,"42","48","36",,,"  340","   30",,"0.0",,"17.0","23.9",,"    1",,"    1",,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-17",,,"9.17"," 1241"," 1241","0.00",,,"45","55","34",,,"  310","  310",,"0.0",,"21.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-18",,,"5.82"," 1733"," 1621","0.00",,,"50","60","39",,,"  120","  130",,"0.0",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-19",,,"4.70"," 1321"," 0928","0.00",,,"52","62","41",,,"   70","   70",,"0.0",,"14.1","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-20",,,"8.05"," 1437"," 1439","0.66",,,"52","65","39",,,"  260","  250",,"0.0",,"30.0","38.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-21",,,"7.83"," 1258"," 1906","0.14",,,"50","53","47",,,"  100","   50",,"0.0",,"16.1","23.0",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-22",,,"8.28"," 1340"," 1300","0.00",,,"53","63","43",,,"   20","   50",,"0.0",,"17.0","28.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-23",,,"6.49"," 1512"," 1116","0.00",,,"56","72","40",,,"  310","  330",,"0.0",,"17.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-24",,,"9.40"," 1344"," 1347","0.00",,,"62","75","49",,,"   60","   70",,"0.0",,"17.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-25",,,"10.51"," 1635"," 1634","0.04",,,"56","68","43",,,"  130","  130",,"0.0",,"23.0","28.0",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-26",,,"12.30"," 1212"," 1227","0.33",,,"48","54","41",,,"   70","   90",,"0.0",,"25.1","32.0",,"    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-27",,,"12.97"," 1440"," 1445","0.00",,,"45","52","37",,,"   50","   40",,"0.0",,"23.9","36.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-28",,,"8.72"," 1346"," 1036","0.03",,,"46","57","34",,,"   60","   50",,"0.0",,"17.0","29.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-29",,,"8.05"," 2350"," 1630","0.31",,,"54","62","46",,,"   70","   40",,"0.0",,"13.0","21.0",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-04-30",,,"7.16"," 0004"," 0001","0.00",,,"55","59","50",,,"   70","   70",,"0.0",,"17.0","21.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-01",,,"6.71"," 1807"," 0147","0.00","0.0","0.0","59","65","52",,,"   10","  360",,"0.0",,"14.1","23.0",,"    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-02",,,"5.82"," 1943"," 1649","0.01","0.0","0.0","57","63","51",,,"  330","   60",,"0.0",,"11.0","21.0",,"    1",,,,,,,"    1",,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-03",,,"9.40"," 1157"," 1233","0.10","0.0","0.0","53","56","49",,,"   10","   40",,"0.0",,"17.0","21.9",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-04",,,"6.26"," 2009"," 0107","0.01","0.0","0.0","60","72","48",,,"  140","   10",,"0.0",,"10.1","21.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-05",,,"8.72"," 1607"," 1607","0.08","0.0","0.0","62","69","54",,,"  180","  190",,"0.0",,"17.0","21.0",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-06",,,"7.61"," 1339"," 1344","0.11","0.0","0.0","68","77","58",,,"  160","  160",,"0.0",,"25.1","31.1",,"    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-07",,,"8.72"," 0142"," 0531","2.07","0.0","0.0","57","59","55",,,"   80","  100",,"0.0",,"16.1","21.9",,"    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-08",,,"12.75"," 1737"," 0950","0.02","0.0","0.0","62","71","52",,,"   20","   10",,"0.0",,"23.9","29.1",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-09",,,"11.41"," 1641"," 1508","0.00","0.0","0.0","58","65","50",,,"   20","   30",,"0.0",,"23.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-10",,,"10.29"," 1630"," 1607","0.00","0.0","0.0","58","68","48",,,"   20","   50",,"0.0",,"19.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-11",,,"7.38"," 1609"," 1411","0.00","0.0","0.0","61","72","49",,,"   90","   60",,"0.0",,"13.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-12",,,"9.84"," 2103"," 2045","0.07","0.0","0.0","63","79","47",,,"  180","  180",,"0.0",,"21.0","25.9",,"    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-13",,,"6.71"," 0741"," 1829","0.00","0.0","0.0","68","79","56",,,"  310","   70",,"0.0",,"14.1","17.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-14",,,"6.93"," 1345"," 1331","0.00","0.0","0.0","68","84","52",,,"   90","   60",,"0.0",,"17.0","25.9",,"    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-15",,,"13.65"," 2219"," 2219","0.00","0.0","0.0","75","86","64",,,"  200","  200",,"0.0",,"28.0","36.9",,"    1",,"    1",,,,,"    1",,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-16",,,"13.20"," 1301"," 1224","0.00","0.0","0.0","72","82","62",,,"  290","  270",,"0.0",,"23.9","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-17",,,"5.82"," 1628"," 1627","0.00","0.0","0.0","68","86","50",,,"  190","  180",,"0.0",,"15.0","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-18",,,"10.74"," 1532"," 1327","0.00","0.0","0.0","76","90","62",,,"  190","  210",,"0.0",,"23.0","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-19",,,"6.93"," 0443"," 1730","0.00","0.0","0.0","79","91","66",,,"   90","   50",,"0.0",,"17.9","25.9",,,,"    1",,,,,"    1",,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-20",,,"6.71"," 0925"," 0935","0.00","0.0","0.0","65","75","54",,,"   50","   50",,"0.0",,"14.1","23.9",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-21",,,"8.05"," 1809"," 1521","0.00","0.0","0.0","64","77","51",,,"   40","   60",,"0.0",,"17.9","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-22",,,"13.20"," 1029"," 1023","0.00","0.0","0.0","57","60","53",,,"   90","   80",,"0.0",,"25.1","32.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-23",,,"11.86"," 1534"," 1259","0.00","0.0","0.0","61","68","54",,,"   40","   70",,"0.0",,"21.0","31.1",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-24",,,"9.17"," 0621"," 0619","0.32","0.0","0.0","61","67","54",,,"  100","  100",,"0.0",,"33.1","38.0",,"    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-25",,,"6.49"," 1142"," 1444","0.00","0.0","0.0","62","72","51",,,"   70","   40",,"0.0",,"13.0","21.0",,"    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-26",,,"5.82"," 1532"," 1358","0.00","0.0","0.0","63","78","47",,,"  100","   80",,"0.0",,"16.1","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-27",,,"5.37"," 1936"," 1732","0.00","0.0","0.0","67","83","50",,,"  130","   80",,"0.0",,"14.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-28",,,"11.86"," 2136"," 2135","0.18","0.0","0.0","75","90","60",,,"  280","  270",,"0.0",,"36.9","53.9",,"    1",,"    1",,,,,"    1",,"    1","    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-29",,,"9.40"," 0225"," 0222","0.05","0.0","0.0","74","83","64",,,"  280","  290",,"0.0",,"23.0","31.1",,,,"    1",,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-30",,,"9.17"," 2347"," 2249","0.00","0.0","0.0","73","87","58",,,"  210","  210",,"0.0",,"21.0","28.0",,"    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-05-31",,,"13.20"," 0238"," 0231","0.00","0.0","0.0","70","82","57",,,"  220","  240",,"0.0",,"23.0","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-01",,,"7.38"," 1839"," 1840","0.00","0.0","0.0","63","74","51",,,"  280","  290",,"0.0",,"21.0","25.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-02",,,"11.41"," 1039"," 1038","0.00","0.0","0.0","63","78","47",,,"  320","  320",,"0.0",,"28.0","34.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-03",,,"5.82"," 1447"," 1402","0.02","0.0","0.0","55","61","48",,,"  110","   60",,"0.0",,"14.1","21.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-04",,,"5.82"," 1431"," 1159","0.00","0.0","0.0","56","65","47",,,"   10","   30",,"0.0",,"13.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-05",,,"8.50"," 1000"," 0915","0.09","0.0","0.0","50","58","42",,,"   40","   70",,"0.0",,"17.0","28.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-06",,,"6.49"," 1734"," 1734","0.00","0.0","0.0","54","64","43",,,"  320","  320",,"0.0",,"17.0","17.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-07",,,"7.61"," 1618"," 1717","0.00","0.0","0.0","58","70","45",,,"  330","   70",,"0.0",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-08",,,"6.49"," 2104"," 2103","0.13","0.0","0.0","56","69","43",,,"  170","  170",,"0.0",,"15.0","19.9",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-09",,,"9.40"," 1409"," 1409","0.38","0.0","0.0","61","64","58",,,"  120","  120",,"0.0",,"21.9","23.9",,"    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-10",,,"6.71"," 1726"," 1725","0.00","0.0","0.0","68","75","60",,,"   90","   70",,"0.0",,"14.1","23.9",,"    1",,,,,,,"    1",,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-11",,,"11.41"," 2035"," 2025","0.84","0.0","0.0","68","76","60",,,"  260","  260",,"0.0",,"23.9","33.1",,"    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-12",,,"12.75"," 1458"," 1438","0.04","0.0","0.0","74","84","64",,,"  270","  260",,"0.0",,"25.9","36.9",,,,"    1",,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-13",,,"6.71"," 0007"," 0008","0.05","0.0","0.0","69","78","60",,,"  320","  320",,"0.0",,"21.9","25.1",,,,"    1",,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-14",,,"9.62"," 0939"," 1324","0.00","0.0","0.0","67","76","58",,,"  100","   70",,"0.0",,"21.0","28.0",,,,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-15",,,"7.61"," 0941"," 0941","0.00","0.0","0.0","70","78","61",,,"   30","   40",,"0.0",,"16.1","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-16",,,"4.70"," 1310"," 1314","0.01","0.0","0.0","70","80","59",,,"   30","   40",,"0.0",,"14.1","28.0",,,,"    1",,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-17",,,"5.59"," 1204"," 1216","0.04","0.0","0.0","73","84","62",,,"  260","  260",,"0.0",,"13.0","15.0",,,,"    1",,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-18",,,"10.07"," 1919"," 1919","0.69","0.0","0.0","77","89","64",,,"  300","  300",,"0.0",,"38.9","48.1",,"    1",,"    1",,"    1",,,,,"    1","    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-19",,,"10.29"," 1605"," 1642","0.00","0.0","0.0","73","82","64",,,"  270","  260",,"0.0",,"21.9","25.9",,"    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-20",,,"8.28"," 1330"," 1210","0.00","0.0","0.0","78","91","64",,,"  180","  140",,"0.0",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-21",,,"5.37"," 1828"," 1730","0.00","0.0","0.0","79","88","69",,,"  300","   20",,"0.0",,"14.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-22",,,"5.14"," 1348"," 1657","0.00","0.0","0.0","74","86","61",,,"   90","   70",,"0.0",,"16.1","23.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-23",,,"6.93"," 1709"," 1250","0.00","0.0","0.0","74","87","61",,,"  100","  110",,"0.0",,"17.0","21.9",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-24",,,"10.07"," 1402"," 1402","0.00","0.0","0.0","83","94","71",,,"  230","  240",,"0.0",,"21.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-25",,,"13.42"," 2259"," 2259","0.00","0.0","0.0","83","95","70",,,"  350","  340",,"0.0",,"31.1","36.9",,,,"    1",,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-26",,,"9.40"," 0157"," 0216","0.28","0.0","0.0","79","87","70",,,"  210","  240",,"0.0",,"21.9","25.1",,"    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-27",,,"9.17"," 0526"," 0523","0.02","0.0","0.0","82","95","69",,,"  360","  330",,"0.0",,"28.0","36.0",,,,"    1",,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-28",,,"8.50"," 0319"," 0319","0.31","0.0","0.0","78","88","68",,,"  280","  270",,"0.0",,"29.1","42.9",,"    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-29",,,"7.83"," 1750"," 1750","0.00","0.0","0.0","77","86","67",,,"  150","  150",,"0.0",,"30.0","34.0",,,,"    1",,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-06-30",,,"10.74"," 1345"," 1405","0.00","0.0","0.0","74","83","64",,,"  340","  330",,"0.0",,"25.1","30.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-01",,,"6.04"," 1540"," 1521","0.00","0.0","0.0","70","80","59",,,"   40","   50",,"0.0",,"15.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-02",,,"7.16"," 1617"," 1611","0.00","0.0","0.0","73","86","60",,,"  260","  260",,"0.0",,"14.1","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-03",,,"8.50"," 1831"," 2137","1.10","0.0","0.0","79","88","69",,,"  310","  260",,"0.0",,"23.0","31.1",,"    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-04",,,"11.18"," 1523"," 1134","0.00","0.0","0.0","69","75","63",,,"   20","   30",,"0.0",,"23.0","30.0",,"    1",,,,,,,"    1",,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-05",,,"8.28"," 0657"," 1302","0.00","0.0","0.0","70","78","62",,,"  100","   60",,"0.0",,"15.0","21.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-06",,,"7.38"," 2234"," 1124","0.00","0.0","0.0","78","87","68",,,"   20","  190",,"0.0",,"15.0","19.9",,,,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-07",,,"8.05"," 0533"," 0202","0.30","0.0","0.0","72","77","67",,,"  100","   50",,"0.0",,"15.0","25.1",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-08",,,"6.04"," 1450"," 1326","0.00","0.0","0.0","74","81","66",,,"   60","   60",,"0.0",,"14.1","21.9",,,,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-09",,,"3.58"," 1610"," 1905","0.00","0.0","0.0","75","85","64",,,"   70","   60",,"0.0",,"13.0","17.9",,"    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-10",,,"8.28"," 1610"," 1448","0.00","0.0","0.0","73","81","64",,,"   40","   60",,"0.0",,"16.1","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-11",,,"6.04"," 1334"," 1503","0.00","0.0","0.0","71","81","60",,,"  100","   60",,"0.0",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-12",,,"3.58"," 1650"," 1649","0.00","0.0","0.0","71","84","57",,,"   60","   60",,"0.0",,"15.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-13",,,"4.47"," 1330"," 1522","0.00","0.0","0.0","73","86","60",,,"  220","  260",,"0.0",,"10.1","13.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-14",,,"6.04"," 1309"," 1308","0.00","0.0","0.0","78","90","66",,,"  210","  200",,"0.0",,"13.0","16.1",,"    1",,,,,,,"    1",,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-15",,,"7.83"," 1645"," 1319","0.00","0.0","0.0","79","88","70",,,"  270","  250",,"0.0",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-16",,,"7.83"," 1413"," 2330","0.00","0.0","0.0","80","88","72",,,"   30","   60",,"0.0",,"14.1","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-17",,,"4.92"," 1209"," 1718","0.00","0.0","0.0","75","84","66",,,"   20","   70",,"0.0",,"15.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-18",,,"4.47"," 1750"," 1941","0.00","0.0","0.0","77","88","66",,,"   70","   60",,"0.0",,"10.1","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-19",,,"8.72"," 0419"," 0418","0.35","0.0","0.0","81","91","70",,,"  330","  320",,"0.0",,"32.0","40.9",,,,"    1",,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-20",,,"6.71"," 1916"," 1918","0.00","0.0","0.0","79","91","67",,,"  320","  340",,"0.0",,"33.1","40.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-21",,,"12.30"," 1149"," 1237","0.00","0.0","0.0","85","94","76",,,"  260","  270",,"0.0",,"25.1","34.0",,,,"    1",,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-22",,,"6.71"," 1408"," 0606","0.00","0.0","0.0","76","81","70",,,"  310","   60",,"0.0",,"13.0","19.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-23",,,"10.74"," 1257"," 1045","0.00","0.0","0.0","74","81","65",,,"  320","  290",,"0.0",,"21.9","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-24",,,"8.28"," 1737"," 1705","0.00","0.0","0.0","72","82","62",,,"  330","   20",,"0.0",,"15.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-25",,,"6.93"," 1716"," 1704","0.00","0.0","0.0","70","82","57",,,"   40","   40",,"0.0",,"21.9","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-26",,,"4.47"," 1636"," 1636","0.00","0.0","0.0","70","83","56",,,"  190","  190",,"0.0",,"14.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1998-07-27",,,"9.17"," 1305"," 1103","0.00","0.0","0.0","74","83","64",,,"  260","  240",,"0.0",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
